Date,Time,Operator,Flight #,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passengers,Aboard Crew,Fatalities,Fatalities Passengers,Fatalities Crew,Ground,Summary,Location,Latitude,Longitude,geometry,Percent Survived,Country,Year,GDP,Departure,"Departure Lat,Lng",Departure Country
1995-09-02,08:38,Adventure Airlines,,"Las Vegas, NV - W. Yellowstone, MT",Cessna 421C Golden Eagle,N6234G,421C-0265,8.0,7.0,1.0,8.0,7.0,1.0,0.0,"After climbing to 18,400' msl, the pilot reported a turbocharger problem & reversed course. He said he 'may lose the left engine' & that he was unable to maintain altitude. He diverted to an alternate airport. During a right turn onto final approach, the airplane was observed to cross (overshoot) the extended centerline of the runway. It continued in a right turn back toward the centerline, and then entered a left turn to intercept the inbound course. The turn steepened, and then the airplane entered a spin & crashed 1/2 mile short of the runway. Failure of the pilot to maintain adequate airspeed, while maneuvering on approach, which resulted in an inadvertent stall/spin and uncontrolled collision with terrain. Factors relating to the accident were: the pilot allowed the aircraft weight and balance limitations to be exceeded; the pilot's lack of recurrent training in the make and model of airplane; inadequate maintenance/inspection of the engine exhaust systems; a warped and leaking exhaust system flange on the left engine, which resulted in a loss of power in that engine; and the pilot's improper use of the flaps.","Beaver Dam, Arizona",36.899910399999996,-113.93539340000001,POINT (36.8999104 -113.9353934),100.0,United States,1995,11073801990000.0,"Las Vegas, NV","36.1699412,-115.1398296",United States
1995-09-09,07:15,SAETA,,Villavicencio - La Macarena,CASA 212 Aviocar 200,FAC1152,306,22.0,18.0,4.0,21.0,17.0,4.0,0.0,"Crashed short of the runway in rain, fog and reduced visibility after diverting from another airport and two landing attempts.","La Macarena, Colombia",2.1833828,-73.7857879,POINT (2.1833828 -73.7857879),95.45454545454544,Colombia,1995,194145952112.30603,Villavicencio,"4.1491688,-73.6285475",Colombia
1995-09-21,12:30,MIAT - Mongolian Airlines,,Ulan Bator - Moron,Antonov AN-24RV,BNMAU-10103,573101103,43.0,37.0,6.0,42.0,36.0,6.0,0.0,The plane crashed into mountains after a premature descent.,"Moron, Mongolia",49.670133299999996,100.200305932497,POINT (49.6701333 100.200305932497),97.67441860465117,Mongolia,1995,3561608120.9717298,Ulan Bator,"47.88639879999999,106.9057439",Mongolia
1995-09-24,,Norilsk Flight Company,,Cape Chelyuskin - Sterligov Cope,Mil Mi-8T,RA-24553,98522942,15.0,10.0,5.0,15.0,10.0,5.0,0.0,Crashed through the ice while attempting to land and sank in shallow water. The weather conditions were below minima and the helicopter exceeded its maximum takeoff weight.,"Sterligov Cape, Russia",59.923269999999995,30.361062,POINT (59.92327 30.361062),100.0,Russia,1995,0.0,Cape Chelyuskin,"77.7211111,104.2580556",647471
1995-10-03,08:00,Sabang Merauke Raya Air Charter,1994,Medan - Meulaboh,CASA 212,PK-ZAG,158/28N,14.0,12.0,2.0,1.0,0.0,1.0,0.0,Thirty minutes into the flight the aircraft was not able to maintain altitude after oil pressure was lost in the No. 1 engine. Crashed into trees.,"Gunung Antara, Indonesia",4.7135,96.615,POINT (4.7135 96.61499999999999),7.142857142857142,Indonesia,1995,493545853299.54706,Medan,"3.5951956,98.6722227",Indonesia
1995-12-03,22:44,Cameroon Airlines,3701,Cotonou - Douala,Boeing B-737-2K9,TJ-CBE,23386/1143,78.0,72.0,6.0,72.0,68.0,4.0,0.0,The plane went into a dive and crashed 6 km short of the runway into a swamp during a second attempt at landing. Loss of power in the No. 1 engine.,"Douala, Cameroon",4.0429407999999984,9.706203,POINT (4.042940799999998 9.706203),92.30769230769228,Cameroon,1995,4111601652.35799,Cotonou,"6.3702928,2.3912362",Benin
1995-12-13,19:00,Romanian Banat Air,166,Verona - Timisoara,Antonov AN-24B,YR-AMR,77303309,49.0,41.0,8.0,49.0,41.0,8.0,0.0,The plane crashed and burned shortly after takeoff after reaching a height of 500 ft. Combination of overloading and icing.,"Verona - Villafranca, Italy",45.3875069,10.8722737,POINT (45.3875069 10.8722737),100.0,Italy,1995,0.0,Verona,"45.43838419999999,10.9916215",Veneto
1995-12-20,21:38,American Airlines,965,Miami - Cali,Boeing B-757-223,N651AA,24609/390,164.0,156.0,8.0,160.0,152.0,8.0,0.0,"While on a flight from Miami, FL to Cali, Columbia the aircraft crashed into Mt. El Deluvio 38 miles north of Cali while attempting to land. On approach, the crew was requested to report over Tulua VOR which they already passed. This confused them and they decided to go direct to Rozo beacon. Entering the abbreviation ""R"", incorrectly steered the plane towards Bogota. More than a minute into the  turn the crew steered manually toward Cali, but this now took them into the path of a mountain. Crew error. Lack of situational awareness, failure to adequately plan and execute the approach, failure to realize that the FMS had turned the aircraft toward mountains. Crew also neglected to retract the speed brakes after the Ground Proximity Warning System alert.  Lack of adequate radar. Different  Flight Management System naming convention from that published in navigational charts.","Buga, Valle del Cauca, Colombia",3.9000578000000004,-76.302013,POINT (3.9000578 -76.302013),97.56097560975607,Colombia,1995,11073801990000.0,Miami,"25.7616798,-80.1917902",United States
1995-12-22,,Island Airways,,Madang - Bundi,Britten Norman BN-2A-21 Trislander,P2-NAM,0207,12.0,11.0,1.0,2.0,1.0,1.0,0.0,"Diverted from Madang to Bagasin, overran the runway and crashed.","Bagasin, Papua New Guinea",-5.38333,145.45,POINT (-5.38333 145.45),16.666666666666664,Papua New Guinea,1995,0.0,Madang,"40.2288755,-75.25866959999999",Montgomery Township
1996-01-08,12:43,African Air,,Kinshasa - Kahemba,Antonov AN-32B,RA-26222,2301,6.0,0.0,6.0,2.0,0.0,2.0,225.0,"The aircraft failed to gain altitude after taking off from N'Dolo Airport and ran off the runway and crashed into a market square. The plane was overloaded by 595 lbs. The aircraft certification was revoked and crew did not have authorization to fly. The number killed on the ground varies widely from different sources. The number of fatalities, 225, is derived from the publication Weekly Mail and Guardian in an article covering the court trial of the pilots, charging them with the deaths of 225 people. Some sources quote as many as 350 died.","Kinshasa, Zaire",-4.3217055,15.312597400000001,POINT (-4.3217055 15.3125974),33.33333333333333,Democratic Republic of the Congo,1996,0.0,Kinshasa,"-4.4419311,15.2662931",Democratic Republic of the Congo
1996-02-05,09:50,Business Air Connection,,"St. Johns, AZ - Brownsville, TX",ConvairCV-440,N131T,338,4.0,2.0,2.0,4.0,2.0,2.0,0.0,"The cargo plane was unable to gain altitude while attempting to takeoff, overran the runway and hit power lines and a conrete barrier. Inadequate pre-flight planning and preparation by the PIC, his failure to ensure the aircraft was properly loaded within limitations, his failure to use proper flaps for takeoff, his failure to use ADI (Antidetonation Injection) assisted takeoff, and his resultant failure to attain sufficient airspeed to climb after takeoff. Factors relating to the accident were: the high density altitude, and the PIC's lack of experience in the make and model of airplane.","St. Johns, Arizona",34.5058698,-109.3609327,POINT (34.5058698 -109.3609327),100.0,United States,1996,11570064189000.0,"St. Johns, AZ","34.5058698,-109.3609327",United States
1996-02-06,23:47,"Alas Nacionales, leased from Birgen Air",301,Puerto Plata - Gander,Boeing B-757-225,TC-GEN,22206/31,189.0,176.0,13.0,189.0,176.0,13.0,0.0,"The plane crashed into the Atlantic Ocean, 21 km north of Puerto Plata, shortly after taking off. Incorrect airspeed indications resulting from a clogged pitot tube. The readings were greater than the actual airspeed resulting in the crew reducing  power and leading to a stall. Failure of the crew to recognize the activation of the control column shaker as a warning of an imminent stall. Failure of the crew to carry out the procedures to recover the aircraft from the stall and restore lift.","Puerto Plata, Domincan Republic",19.79344,-70.6884,POINT (19.79344 -70.6884),100.0,Dominican Republic,1996,0.0,Puerto Plata,"19.7807686,-70.6871091",57000
1996-02-27,05:40,Aero Tropical,,Ludana - Lukapa,Antonov 12BP,ER-ACE,402812,8.0,3.0,5.0,8.0,3.0,5.0,0.0,The cargo plane crashed in rain and poor visibility while on approach.,"Lukapa, Angola",-8.4195244,20.7410918,POINT (-8.4195244 20.7410918),100.0,Angola,1996,772701320024.783,Ludana,"29.2410185,76.5098017",India
1996-04-05,14:44,Krasnoyarskie Avialinii,,Novosibirsk - Petropavlovsk,Ilyushin IL-76TD,RA-76752,0093498967,20.0,11.0,9.0,20.0,11.0,9.0,0.0,"The cargo plane, carrying 57 tones of detergent, crashed into a mountain at an altitude of 2,900 feet. The airplane descended through clouds to an altitude of 900m and flew into the side of a mountain, 300m below the summit.","Petropavlovsk, Russia",60.372566000000006,134.45996100000002,POINT (60.37256600000001 134.459961),100.0,Russia,1996,0.0,Novosibirsk,"54.9832693,82.8963831",Russia
1996-04-11,08:24,Private,,"Cheyenne, WY - Lincoln, NE",Cessna 177B,N35207,17702266,3.0,2.0,1.0,3.0,2.0,1.0,0.0,"Seven- year-old trainee pilot, Jessica Dubroff, accompanied by her father (a passenger) and the pilot-in-command, were engaged in a trans-continental record attempt involving 6,660 miles of flying in 8 consecutive days. The plane departed towards a nearby thunderstorm in deteriorating weather. Witnesses describe the plane's climb rate and speed as slow and they observed the aircraft enter a roll consistent with a stall. The plane's gross weight was 84 pounds over the maximum limit. Pilot's improper decision to take off into deteriorating weather conditions when the airplane was overweight resulting in stall caused by failure to maintain airspeed.","Cheyenne, Wyoming",41.139981,-104.820246,POINT (41.139981 -104.820246),100.0,United States,1996,11570064189000.0,"Cheyenne, WY","41.1399814,-104.8202462",United States
1996-05-03,22:00,Federal Airlines,,Wadi Halfa - Khartoum,Antonov AN-24,ST-FAG,STFA001,53.0,48.0,5.0,53.0,48.0,5.0,0.0,"After a number of failed landing attempts during a sandstorm, the aircraft made a forced landing in a local suburb crashing into a building.","Haj Yousif, Sudan",15.59301005,32.6354000801247,POINT (15.59301005 32.6354000801247),100.0,Sudan,1996,31057056882.6533,Wadi Halfa,"21.7991419,31.3713164",Sudan
1996-05-10,,Aeroservicios Empresariales de Durango,,Durango - Otaez,de Havilland Canada DHC-6 Twin Otter 200,XA-SWJ,126,19.0,17.0,2.0,16.0,14.0,2.0,0.0,Crashed into high ground while attempting to land at a mine airstrip in turbulence and stong gusty winds.,"Otaez, Mexico",24.71218845,-105.91786968093099,POINT (24.71218845 -105.917869680931),84.21052631578947,Mexico,1996,11570064189000.0,Durango,"37.27528,-107.8800667",United States
1996-05-11,14:15,ValuJet,592,Miami - Atlanta,McDonnell Douglas DC-9-32,N904VJ,47377/496,110.0,105.0,5.0,110.0,105.0,5.0,0.0,"The aircraft crashed 18 miles NW of Miami airport  in a remote part of the Everglades. Shortly after taking off, after the crew reported fire and smoke in the cabin and cockpit. The in-flight fire was caused by activation of one or more oxygen generators in the forward cargo hold. The generators were outdated, improperly labeled, lacked safety caps and were prohibited from being transported on a passenger flight. The loss of control resulted either from flight control failure or incapacitation of the crew due to extreme heat and smoke.  Candi Kubeck was the first American female commercial airline captain to be killed in a crash. San Diego Chargers running back Rodney Culver, 26, and his wife were among the passengers killed as was singer, songwriter Walter Hyatt, 46.","Everglades, Miami, Florida",25.3870275,-80.8802631659629,POINT (25.3870275 -80.8802631659629),100.0,United States,1996,11570064189000.0,Miami,"25.7616798,-80.1917902",United States
1996-05-19,23:36,Loganair,,Inverness - Lerwick,Britten-Norman BN-2A-26 Islander,G-BEDZ,544,3.0,2.0,1.0,3.0,2.0,1.0,0.0,Crashed during a second attempt at landing,"Griesta, United Kingdom",60.1767985,-1.2654889084668202,POINT (60.1767985 -1.26548890846682),100.0,United Kingdom,1996,0.0,Inverness,"57.477773,-4.224721",Scotland
1996-06-06,,Hoseba,,"Kinshasa, Congo  - Athens, Greece",Ilyushin 76MD,UR-76539,0033442234,10.0,2.0,8.0,10.0,2.0,8.0,0.0,Crashed during takeoff.,"Kinshasa, Democratic Republic Congo",-4.32142,15.30807,POINT (-4.32142 15.30807),100.0,Democratic Republic of the Congo,1996,0.0,"Kinshasa, Congo ","-4.4419311,15.2662931",Democratic Republic of the Congo
1996-07-06,15:42,Delta Air Lines,1288,Pensacola - Atlanta,McDonnell Douglas MD-88,N927DA,49714/1524,142.0,137.0,5.0,2.0,2.0,0.0,0.0,Fan disk separation in the left engine. Pieces of the engine penetrated the passenger cabin killing two passengers. The fan hub for the left engine was found to be fractured and went undetected at time of manufacture. The crack should have been detectable during inspection but was missed.,"Pensacola, Florida",30.421309,-87.2169149,POINT (30.421309 -87.21691490000001),1.4084507042253522,United States,1996,11570064189000.0,Pensacola,"30.42130899999999,-87.2169149",United States
1996-07-20,15:15,Northern Air Cargo,33,Emmonak - Aniak,Douglas DC-6A,N313RS,44663/630,4.0,1.0,3.0,4.0,1.0,3.0,0.0,"Soon after takeoff, the No. 3 engine caught fire in the cargo plane. The pilot tried to return to the airport for an emergency landing but the right wing seperated and the plane crashed. Fatigue failure of the master connecting rod, which originated from corrosion pitting, subsequently compromised the engine crankcase, and resulted in a fire; and failure of the flight crew to follow emergency procedures by pulling the fire handle before feathering the propeller, which diminished the effectiveness of the fire suppression system.","Russian Mission, Alaska",61.785,-161.3202778,POINT (61.785 -161.3202778),100.0,United States,1996,11570064189000.0,Emmonak,"62.77563749999999,-164.5544697",United States
1996-07-24,,Myanmar Airways,,Rangoon - Mergui,Fokker F-27 Friendship 600,XY-AET,10433,49.0,44.0,5.0,8.0,8.0,0.0,0.0,"A straight-in visual approach to Mergui was being attempted when the aircraft entered a squall line of heavy rain. The aircraft then started to lose height quickly, undershot the runway by 800ft. And crashed into a ravine.","Mergui, Manmar",12.431955199999999,98.59557109999999,POINT (12.4319552 98.59557109999999),16.3265306122449,Myanmar (Burma),1996,0.0,Rangoon,"39.9538389,-75.1547306",Philadelphia
1996-08-12,13:47,First Air,64,Iqaluit - Markham Bay,de Havilland Canada DHC-6 Twin Otter 300,C-GNDN,427,2.0,0.0,2.0,2.0,0.0,2.0,0.0,"After touching down, the cargo plane bounced twice and continued to the end of the runway, became airborne but crashed terrain. For unknown reasons, a decision was made to overshoot even though insufficient runway remained for acceleration, take-off, and climb. Likely contributing directly to the decision to overshoot was the difficulty in controlling the aircraft on touchdown.","Markham Bay, Canada",43.854335999999996,-79.326782,POINT (43.854336 -79.32678199999999),100.0,Canada,1996,0.0,Iqaluit,"63.74669300000001,-68.5169669",Nunavut
1996-08-14,,Air North,,Bronson Creek - Wrangell,Douglas DC-4,C-FGNI,10389/120,3.0,0.0,3.0,1.0,0.0,1.0,0.0,"After taking off the  No. 2 engine of the cargo plane caught on fire. The pilot tried to land the plane in a river bed. The number 2 engine separated from the aircraft as a result of an intense fire in the wing. The loss of the engine rendered the aircraft uncontrollable, and the pilots were forced to land in the river.","Bronson Creek, British Columbia, Canada",56.67989645,-131.088227631534,POINT (56.67989645 -131.088227631534),33.33333333333333,Canada,1996,11570064189000.0,Bronson Creek,"45.5397803,-122.8491291",United States
1996-08-18,19:50,Harbour Air,,Tasu - Alliford,de Havilland Canada DHC-3 Turbo Otter,C-GCMY,32,3.0,2.0,1.0,3.0,2.0,1.0,0.0,"While en route, flew into the side of a mountain. The pilot probably made a navigational error because of restricted visibility in fog and light drizzle and entered the wrong valley, and he delayed his decision to reverse course until he was unable to avoid the weather.","Alliford Bay, British Columbia, Canada2",53.20435,-131.98116000000002,POINT (53.20435 -131.98116),100.0,Canada,1996,0.0,Tasu,"35.90066849999999,-78.79160310000002",Umstead
1996-10-22,22:41,Million Air,,Manta - Miami,Boeing B-707-323C,N751MA,19582/639,4.0,0.0,4.0,4.0,0.0,4.0,30.0,"The cargo plane, carrying flowers and frozen fish crashed into the Dolorosa district, bursting into flames shortly after taking off. One engine caught fire during the climb-out.","Manta, Ecuador",-1.0321775,-80.8222166660983,POINT (-1.0321775 -80.8222166660983),100.0,Ecuador,1996,0.0,Manta,"39.9786995,-83.0032779",Columbus
1996-10-26,20:45,Tyumen Aviatrans,,Tyumen - Khanty,Yakovlev YAK-40,RA-88527,9711252,34.0,30.0,4.0,5.0,3.0,2.0,0.0,"In a heavy snowstorm, the aircraft landed short and right of the runway striking three Mil Mi-8 helicopters and bursting into flames.","Khanty, Russia",61.0259025,69.0982628,POINT (61.0259025 69.0982628),14.705882352941178,Russia,1996,0.0,Tyumen,"57.1553394,65.5618636",Russia
1996-10-31,08:27,TAM (Brazil),402,Sao Paulo - Rio de Janiero,Fokker 100,PT-MRK,11440,95.0,89.0,6.0,95.0,89.0,6.0,3.0,The aircraft crashed shortly after takeoff into a residential area striking a building. Uncommanded deployment of the thrust reverser on the right engine caused the plane to roll right and lose control.,"Sao Paolo, Brazil",-23.5506507,-46.633382399999995,POINT (-23.5506507 -46.6333824),100.0,Brazil,1996,1467161088733.51,Sao Paulo,"-23.5505199,-46.63330939999999",Brazil
1996-11-07,09:29,Jetcom S.A.,,Geneva - Bordeaux,Cessna 421C Golden Eagle,HB-LRX,421C02172,8.0,7.0,1.0,8.0,7.0,1.0,0.0,"The pilot reported that an engine failed just as he started to descend for a landing. He later informed ATC he could not feather the propeller. The  aircraft subsequently crashed and burned in a field.  The accident was due to inappropriate management of the flight following jamming of the propeller in an intermediate position after the right engine crankshaft ruptured. The inappropriate management was due to the pilot’s relative lack of experience on this aircraft type, his false notions about the aircraft’s performance and about the existence of a flight level to maintain level flight with an unfeathered propeller and an heavy aircraft and a series of misjudged strategies to attempt to continue the flight then to land at Limoges when the aircraft’s altitude no longer made this possible.","Aubusson, France",48.7842759,-0.5521714,POINT (48.7842759 -0.5521714),100.0,France,1996,460886576236.655,Geneva,"46.2043907,6.1431577",Switzerland
1996-11-19,17:01,United Express  / Private,5925,"Burlington, IA - Quincy, IA",Beechcraft 1900-C / Beech King Air A90,N87GL / N1127D,UC-87 /,14.0,10.0,4.0,14.0,10.0,4.0,0.0,"While landing on Runway 13 at Baldwin Field, the United Express collided with the King Air which was taking off on Runway 4. The collision took place where the two runways intersect. Both planes caught fire and rescuers were unable to open the door to the Beech 1900-C because of impact damage. All twelve aboard the United Express and the two pilots aboard the King Air were killed. King Air pilots' failure to use proper communications and ""see-and-avoid"" procedures at an uncontrolled airport. Involvement of a third aircraft that transmitted unnecessary and inappropriate messages.","Quincy, Illinois",39.9356016,-91.40987270000001,POINT (39.9356016 -91.40987270000001),100.0,United States,1996,11570064189000.0,"Burlington, IA","40.8076529,-91.1128901",United States
1996-11-30,10:33,ACES Colombia,148,Medellin - Bahia Solano,de Havilland Canada DHC-6 Twin Otter 300,HK-2602,746,15.0,13.0,2.0,14.0,12.0,2.0,0.0,The aircraft crashed into a mountain 5 minutes after takeoff. The plane stalled while trying to clear a mountain.  Overloaded.,"Medellin, Colombia",6.2443382000000005,-75.573553,POINT (6.244338200000001 -75.573553),93.33333333333331,Colombia,1996,195252164858.561,Medellin,"6.2476376,-75.56581530000001",Colombia
1996-12-07,15:23,Dirgantara Air Services,,Banjarmasin - Sampit,CASA 212 Aviocar 100,PK-VSO,152/26N,17.0,15.0,2.0,16.0,14.0,2.0,2.0,"After experiencing a No.2 engine fire and while attempting to return to the airport, the aircraft's wing struck a building short of the runway.","Banjarmasin, Indonesia",-3.3187496,114.5925828,POINT (-3.3187496 114.5925828),94.11764705882351,Indonesia,1996,428759443957.882,Banjarmasin,"-3.3186067,114.5943784",Indonesia
1996-12-09,18:03,Emery Worldwide,,Boise - Salt Lake City,Douglas C-47A,N75142,9173,2.0,0.0,2.0,2.0,0.0,2.0,0.0,"Shortly after takeoff  the crew reported they had the right engine on fire. They attempted to return for an emergency landing but the cargo plane crashed right wing low, cartwheeled and burst into flames short of the runway. A fire within the right engine compartment of undetermined cause and the pilot-in-command's failure to maintain airspeed above the aircraft's minimum control speed. A factor contributing to the accident was the dark night environmental conditions","Boise, Idaho",43.6166163,-116.20088600000001,POINT (43.6166163 -116.200886),100.0,United States,1996,11570064189000.0,Boise,"43.6150186,-116.2023137",United States
1996-12-24,10:05,Aircraft Charter Group Inc,,"Bridgeport, CT - Lebanon, NH",Learjet 35A,N388LS,35-388,2.0,0.0,2.0,2.0,0.0,2.0,0.0,"The cargo plane was on a positioning flight when it struck rising terrain while making an approach to land. The captain's failure to maintain situational awareness, which resulted in the airplane being outside the confines of the instrument approach; and the crew's misinterpretation of a step-down fix passage, which resulted in an early descent into rising terrain. Factors included the captain's misreading of the instrument approach procedure, the crew's rushed and incomplete instrument approach briefing, their failure to use additional, available navigational aids, and their failure to account for the winds at altitude.","Dorchester, New Hampshire",43.757209,-71.948776,POINT (43.757209 -71.948776),100.0,United States,1996,11570064189000.0,"Bridgeport, CT","41.1792258,-73.1894384",United States
1997-01-07,11:00,Polynesian Airlines,211,Pago Pago - FagaliI,de Havilland Canada DHC-6 Twin Otter 300,5W-FAU,678,5.0,3.0,2.0,3.0,2.0,1.0,0.0,Crashed onto a mountin in high winds and rain after being diverted from another airport.,"Moamoa, Samoa",-13.867088,-171.7916301,POINT (-13.867088 -171.7916301),60.0,Samoa,1997,,Pago Pago,"-14.2756319,-170.7020359",American Samoa
1997-01-09,15:54,Comair,3272,Cincinnati - Detroit,Embraer 120RT Brasilia,N265CA,120257,29.0,26.0,3.0,29.0,26.0,3.0,0.0,"While on approach and attempting to land on runway 3R at Detroit Metropolitan Wayne County Airport, in a snowstorm, the aircraft went into a steep dive and crashed into a field. The accident was caused by the FAA's failure to establish adequate aircraft certification standards for flight in icing conditions.  Contributing to the accident were the flightcrew's decision to operate in icing conditions near the lower margin of the operating airspeed envelope (with flaps retracted), and Comair's failure to establish and adequately disseminate unambiguous minimum airspeed values for flap configurations and for flight in icing conditions. In addition, Embraer's manual for the aircraft specified correctly that the deicing boots should be activated as soon as icing occured.  But the pilots were trained by Comair's manual, which specified waiting until ice was about 1/2 inch thick.","Monroe, Michigan",41.915335799999994,-83.51356650000002,POINT (41.91533579999999 -83.51356650000002),100.0,United States,1997,12120016644000.0,Cincinnati,"39.1031182,-84.5120196",United States
1997-01-29,23:10,Southcentral Air,,St. Marys - Kenai,de Havilland Canada DHC-4A Caribou,N702SC,126,2.0,0.0,2.0,1.0,0.0,1.0,0.0,"While en rote the plane experienced engine trouble. The crew decided to divert to Sparrevohn. While attempting to land the plane encountered strong turbulence from surrounding mountains. Although full power was applied to the good engine the plane crashed into terrain. Loss of the right engine propeller control oil, which led to an overspeed of the right engine and propeller, and necessitated a shut-down of the right engine; and failure of the pilot to maintain adequate altitude/distance from terrain during visual approach for a precautionary landing at an alternate airport. Factors relating to the accident were: fluctuation of the left engine power, premature lowering of the airplane flaps, and an encounter with adverse weather conditions (including high winds, severe turbulence, and white-out conditions) during the approach.","Sparrevohn, Alaska",61.09604365,-155.574605054334,POINT (61.09604365 -155.574605054334),50.0,United States,1997,0.0,St. Marys,"40.4398911,-80.0046315",Pittsburgh
1997-02-01,14:38,Air Senegal,,Tambacounda - Dakar,Hawker Siddeley HS-748-353 Srs.2a,6AV-AEO,1769,52.0,49.0,3.0,25.0,22.0,3.0,0.0,The aircraft crashed shortly after taking off fromTambacoumba after losing power in the left engine. Fuel contamination.,"Tambacounda, Senegal",13.8301533,-13.0891759,POINT (13.8301533 -13.0891759),48.07692307692307,Senegal,1997,10577068249.1673,Tambacounda,"13.7725888,-13.6710059",Senegal
1997-02-02,17:30,Force Area Populaire de Angola,,Luanda - Cafunfo,CASA 212 Aviocar 200,T-400,325,37.0,33.0,4.0,37.0,33.0,4.0,0.0,The plane took off from Luanda bound for Cafunfo in northeastern Angola when it disappeared en route.  Witnesses later stated the plane appeared to be in trouble and flying at a low altitude before it crashed.,"Quiangala, Angola",-8.667077,15.134663,POINT (-8.667077000000001 15.134663),100.0,Angola,1997,34931379541.6446,Luanda,"-8.8146556,13.2301756",Angola
1997-03-12,,ALADA,,Luanda - Lucapa,Antonov AN-12B,D2-FVG,6344506,16.0,12.0,4.0,16.0,12.0,4.0,0.0,Crashed short of the runway in dense fog while attempting to land a second time at Lucapa.,"Lucapa, Angola",-8.4195244,20.7410918,POINT (-8.4195244 20.7410918),100.0,Angola,1997,34931379541.6446,Luanda,"-8.8146556,13.2301756",Angola
1997-03-18,10:04,Stavropol Airlines,1023,Stavropol - Trabzon,Antonov AN-24RV,RA-46516,37308502,50.0,44.0,6.0,50.0,44.0,6.0,0.0,"The aircraft lost altitude from FL 197 and crashed into a forest while en route from Stavropol, Russia to Trabzon, Turkey. Reports indicated that an in-flight  fire and an explosion led to the separation of the tail section prior to the crash. Superficial mechanical inspection of the aircraft which was carried out without the use of monitoring instruments and subsequent unjustified decision to extend the time between overhauls.  Inadequate monitoring to determine the state of structural elements and detect the presence of corrosion in hard-to-reach areas under the floor of the fuselage. Failure to carry out prescribed anti-corrosion measures on the aircraft structure during overhaul.","Cherkessk, Russia",44.2285229,42.048257,POINT (44.2285229 42.048257),100.0,Russia,1997,0.0,Stavropol,"45.0361151,41.9580109",Russia
1997-04-04,00:16,Custom Air Service,,Griffin - Americus,Aviation Traders ATL-98 Carvair,N83FA,10365,2.0,0.0,2.0,2.0,0.0,2.0,0.0,"On a positioning flight, while taking off the plane suffered engine failure, overran the runway and crashed into a vacant building.","Griffin, Georgia",33.246780699999995,-84.26409040000001,POINT (33.2467807 -84.26409040000001),100.0,United States,1997,0.0,Griffin,"40.4512388,-80.0023314",Pittsburgh
1997-06-06,07:35,Bazair,,Bunia - Kisangani,Vickers Viscount 781D,9Q-CWL,280,27.0,20.0,7.0,27.0,20.0,7.0,0.0,Crashed shortly after taking off. Fire in the cabin.,"Irumu, Congo",1.5746183,30.213986699999996,POINT (1.5746183 30.2139867),100.0,Democratic Republic of the Congo,1997,0.0,Bunia,"1.574278,30.23973359999999",Democratic Republic of the Congo
1997-06-10,,MIAT - Mongolian Airlines,,Ulan Bator - Mandalgobi,Harbin Yunshuji Y-12 II,JU-1020,6,12.0,10.0,2.0,7.0,7.0,0.0,0.0,The aircraft crashed while attemping to land. Windshear. Lack of windshear equipment at the airport.,"Mandalgobi, Mongolia",45.7630435,106.2704145,POINT (45.7630435 106.2704145),58.33333333333334,Mongolia,1997,3793570457.5362,Ulan Bator,"47.88639879999999,106.9057439",Mongolia
1997-07-03,03:49,Elbee Airlines,,Mumbai - Banglaor,Fokker F-27 Friendship 200,VT-SSA,10670,2.0,0.0,2.0,2.0,0.0,2.0,0.0,Shortly after taking off the cargo plane crashed into the ocean. The pilot lost control when he encountered severe weather conditions soon after taking off.,"Madh Island, India",19.3018921,73.8255919,POINT (19.3018921 73.82559190000001),100.0,India,1997,841052590011.713,Mumbai,"19.0759837,72.8776559",India
1997-07-09,09:30,TAM (Brazil),283,Sao Jose dos Campos - Congonhas,Fokker 100,PT-WHK,11440,60.0,55.0,5.0,1.0,1.0,0.0,0.0,An explosion caused explosive decompression and a six-foot hole in the side of the fuselage. One passenger was sucked out and killed.  A small bomb containing only 7 ounces of explosives was placed under a passenger seat.  It is reported that the police believed the bomb was planted as part of a failed suicide attempt by one of the passengers.,"Suzano, Brazil",-23.5427842,-46.3108391,POINT (-23.5427842 -46.3108391),1.6666666666666667,Brazil,1997,1474026486641.66,Sao Jose dos Campos,"-23.223701,-45.9009074",Brazil
1997-07-11,21:55,Cubana de Aviacion,787,Santiago de Cuba - Havana,Antonov AN-24,CU-T1262,27307610,44.0,39.0,5.0,44.0,39.0,5.0,0.0,The plane crashed into the ocean 4 miles off the coast shortly after takeoff. Possible failure of the left engine during takeoff.,"Santiago de Cuba, Cuba",20.0214787,-75.829491,POINT (20.0214787 -75.829491),100.0,Cuba,1997,36566406042.1146,Santiago de Cuba,"20.01693,-75.8301537",Cuba
1997-07-17,11:56,Sempati Air,304,Bangdung - Jakarta,Fokker F-27 Friendship 600,PK-YPM,10415,50.0,45.0,5.0,30.0,25.0,5.0,0.0,"The aircraft developed engine trouble (left engine caught on fire) shortly after taking off.  While attempting to make an emergency landing at Sulaiman AFB, the plane clipped roof tops of a housing project and crashed into a nearby field.","Bandung, Indonesia",-6.9344694,107.60495390000001,POINT (-6.9344694 107.6049539),60.0,Indonesia,1997,432151471748.06396,Bangdung,"-6.9174639,107.6191228",Indonesia
